Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[The Paramount](https://www.apartments.com/the-paramount-denver-co/0328by3/),720-506-2526,"[8000 E Girard Ave, Denver, CO 80231](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/8000+E+Girard+Ave,+Denver,+CO+80231/data=!4m2!4m1!3e2)",731 Sq Ft,"1,004 Sq Ft","$1,125 - 1,565",1230-1280,1430-1565,Dogs and Cats Allowed 2 pets per apartment maximum  * $35 Monthly Pet Rent * $300 Fee * 10 lb Weight Limit * 50 Pet Limit,11.95 mi,20 mins,Surface Lot: $35 1 space; Assigned Parking.,* Fitness Center * Pool,* Dishwasher * Disposal * Kitchen * Range,"* Accepts Credit Card and Electronic Payments * Cable | Satelite | Internet Enabled * Central Heat & Air * Gourmet Kitchens * High Rise, Mid Rise and Surface Lot View * Individual Climate Control * NightPatrol * One-of-a-kind Community * Other * Private Balcony * Smoke Free Community * Top-tier Schools * Walk-In Closets",* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Tub/Shower,* Hardwood Floors * Carpet * Vinyl Flooring * Dining Room * Walk-In Closets * Window Coverings,,* Laundry Facilities * Controlled Access * Maintenance on site * Furnished Units Available,* Built in 1970 * Renovated in Jan 2013 * 120 Units/7 Stories * Furnished,* Lounge,* Balcony
[Highland Place](https://www.apartments.com/highland-place-denver-co/185xr56/),844-865-6501,"[3372-3378 W 38th Ave, Denver, CO 80211](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/3372-3378+W+38th+Ave,+Denver,+CO+80211/data=!4m2!4m1!3e2)",690 Sq Ft,938 Sq Ft,"$1,340 - 2,005",1490-1550,1990-2005,Dogs Allowed Dog  * $250 Deposit * $30 Monthly Pet Rent * 2 Pet Limit,2.7 mi,11 mins,,* Fitness Center,* Microwave * Range,* Corner Premium * Corner Unit * Courtyard * Electric Car Plug-Ins * Individual Climate Control * Indoor/Outdoor Community Room * NightPatrol * Other * Outdoor Fire Pits * Outdoor Kitchen * View Premium * Washer * West Facing Views,* Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Storage Units,,,* Maintenance on site * Pet Care,* Built in 2014 * 68 Units/3 Stories,* Business Center,* Gated * Balcony
[Advenir at Del Arte Townhomes](https://www.apartments.com/advenir-at-del-arte-townhomes-aurora-co/g47qnxx/),303-214-6528,"[11135 E Alameda Ave, Aurora, CO 80012](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/11135+E+Alameda+Ave,+Aurora,+CO+80012/data=!4m2!4m1!3e2)",906 Sq Ft,"1,150 Sq Ft",Call for Rent,,,Dogs and Cats Allowed: $250 deposit. $250 fee. $25 monthly rent. Two pet limit. Breed restrictions apply.  * $250 Deposit * $25 Monthly Pet Rent * $250 Fee * 2 Pet Limit,17.1 mi,26 mins,Garage Attached garage included with rent for every apartment home.,,* Dishwasher * Disposal * Eat-in Kitchen * Kitchen * Microwave * Range * Refrigerator,,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Tub/Shower * Fireplace,* Carpet * Tile Floors * Vinyl Flooring * Dining Room * Walk-In Closets * Window Coverings,,* Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site,* Built in 2001 * 96 Units/2 Stories,* Storage Space,* Gated
[The Campbell Apartments for Seniors](https://www.apartments.com/the-campbell-apartments-for-seniors-denver-co/5w8mlwp/),844-613-5479,"[1295 Race St, Denver, CO 80206](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1295+Race+St,+Denver,+CO+80206/data=!4m2!4m1!3e2)",550 Sq Ft,650 Sq Ft,"$975 - 1,215",1044,1215,,2.7 mi,13 mins,Surface Lot Parking Available,,* Disposal * Kitchen * Range * Refrigerator * Freezer,,* High Speed Internet Access * Heating * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Sprinkler System * Wheelchair Accessible (Rooms),* Carpet,12 Month,* Laundry Facilities * Property Manager on Site,* Built in 1959 * 66 Units/6 Stories,* Elevator * Clubhouse * Multi Use Room * Storage Space * Vintage Building,* Roof Terrace
[Metropolitan at Cheesman Park](https://www.apartments.com/metropolitan-at-cheesman-park-denver-co/jsq3054/),720-590-6308,"[1901 E 13th Ave, Denver, CO 80206](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1901+E+13th+Ave,+Denver,+CO+80206/data=!4m2!4m1!3e2)",375 Sq Ft,590 Sq Ft,"$1,100 - 1,750",1350-1500,1450-1750,Dogs and Cats Allowed: 35 pound weight limit. Can be overweight if it is a service animal.  * $20 Monthly Pet Rent * 35 lb Weight Limit * 2 Pet Limit,2.7 mi,12 mins,Surface Lot: $45 Assigned Parking. Call for details,* Fitness Center * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* Game Room * Our 12th floor Penthouse is entirely dedicated to our residents.,* High Speed Internet Access * Wi-Fi * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower,* Hardwood Floors * Carpet * Tile Floors * Dining Room * Sunroom * Views * Walk-In Closets * Double Pane Windows * Window Coverings,12 month,* Wi-Fi at Pool and Clubhouse * Laundry Facilities * Maintenance on site * Property Manager on Site * Video Patrol * Recycling * Grocery Service,* Built in 1963 * 99 Units/12 Stories,* Elevator * Business Center * Lounge * Multi Use Room * Storage Space * Disposal Chutes * Vintage Building,* Fenced Lot * Grill * Picnic Area * Balcony * Grill * Garden
[Weston Ridge Apartments](https://www.apartments.com/weston-ridge-apartments-littleton-co/egqjtjq/),844-330-2407,"[5967 S Gallup St, Littleton, CO 80120](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/5967+S+Gallup+St,+Littleton,+CO+80120/data=!4m2!4m1!3e2)",650 Sq Ft,,"$1,075 - 1,375",1075-1375,,Dogs Allowed: Breed restrictions may apply  * $20 Monthly Pet Rent * 50 lb Weight Limit * 2 Pet Limit,12.3 mi,23 mins,Surface Lot 2 spaces.,* Pool,* Dishwasher * Disposal * Pantry * Kitchen * Oven * Range * Refrigerator * Freezer,,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower,* Hardwood Floors * Carpet * Dining Room * Family Room,12 Months,* Laundry Facilities * Maintenance on site * Property Manager on Site,* Built in 1970 * 164 Units/4 Stories,,* Courtyard * Grill * Picnic Area * Balcony * Grill
[High Country House Apartments](https://www.apartments.com/high-country-house-apartments-denver-co/dncdy7k/),844-262-1672,"[77 S Adams St, Denver, CO 80209](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/77+S+Adams+St,+Denver,+CO+80209/data=!4m2!4m1!3e2)",758 Sq Ft,"1,151 Sq Ft","$1,375 - 3,045",1375-1560,1685-3045,Dogs Allowed: no aggressive breeds  * $300 Deposit * $35 Monthly Pet Rent * $300 Fee,4.75 mi,16 mins,Surface Lot: $35 1 space; Assigned Parking.,* Fitness Center * Sauna * Spa * Pool * Bike Storage * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Warming Drawer,* *Stainless Appliances Upgraded Homes * 12th Floor * 15th (Top Floor) * 6th Floor * 6th Floor - Mountain Views * Brand New Black GE Appliances * Brand New Brushed Nickel Finishes * Brand New Cabinetry * Brand New Fixtures and Hardware * Brand New Flooring Throughout * Brand New Stainless Appliances * Brushed knickel finishes * Corner Unit * Ice Maker in Study Wet Bar Area * Includes 1 Garage Space * Includes 2 Garage Spaces with Rent * Large Balcony * Large Double Entry Balconies * Modern Cabinetry * Modern Grey Cabinetry * Mountain VIew * Mountain Views * New EVERYTHING * New Flooring * New Lighting * New Wood Look Flooring * Newer Carpet * Newer White Appliances * Panoramic Mountain Views * Six Panel Doors * South Views * South/West Facing * Southern View * Three Balconies * Washer/Dryer Available in Specific Units * Wood Burning Fireplace,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Storage Units * Double Vanities * Tub/Shower * Fireplace,* Hardwood Floors * Carpet * Tile Floors * Vinyl Flooring * Dining Room * Family Room * Office * Den * Views * Walk-In Closets * Linen Closet * Window Coverings * Wet Bar * Large Bedrooms,12,* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Trash Pickup - Curbside * Recycling * Planned Social Activities,* Built in 1970 * 75 Units/14 Stories,* Elevator * Clubhouse * Lounge * Multi Use Room * Storage Space * Disposal Chutes * Conference Room,* Gated * Sundeck * Picnic Area * Balcony * Patio * Deck
[The Stapleton Apartments](https://www.apartments.com/the-stapleton-apartments-aurora-co/0l1ldj3/),844-830-7172,"[2240 Dallas St, Aurora, CO 80010](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2240+Dallas+St,+Aurora,+CO+80010/data=!4m2!4m1!3e2)",450 Sq Ft,520 - 590 Sq Ft,"$925 - 1,075",925,995-1075,Cats Allowed * $100 Deposit * $100 Fee * 2 Pet Limit,10.45 mi,21 mins,Surface Lot 1 space. Parking Available,,* Dishwasher * Disposal * Granite Countertops * Kitchen * Oven * Range * Refrigerator * Freezer,* business center * carpeting * dishwashers in select units * on call maintenance * on-site maintenance * on-site management * on-site office,* Air Conditioning * Heating * Cable Ready * Tub/Shower,* Carpet,12 month lease term,* Package Service * Laundry Facilities * Property Manager on Site * 24 Hour Availability * Recycling * Renters Insurance Program,* Built in 1962 * 215 Units/3 Stories,* Business Center,
[Courtyard Apartments](https://www.apartments.com/courtyard-apartments-broomfield-co/xbq49yp/),844-519-0576,"[7005-7035 W 120th Ave, Broomfield, CO 80020](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/7005-7035+W+120th+Ave,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",750 Sq Ft,880 Sq Ft,"$1,000 - 1,450",1000-1150,1240-1250,"Cats Allowed $25 a month for 1 cat, $40 a month for 2 cats.  * $25 Monthly Pet Rent * $200 Fee * 2 Pet Limit",15.55 mi,21 mins,Surface Lot 1 space.,* Pool,* Dishwasher * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* Fireplaces In Select Apartments * Renovated Apartments * Seasonal Heated Pool,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Cable Ready * Storage Units * Tub/Shower * Fireplace * Handrails,* Carpet * Vinyl Flooring * Linen Closet * Double Pane Windows * Window Coverings,6 - 12 Month Leases,* Package Service * Laundry Facilities * Maintenance on site * Property Manager on Site * Recycling * Planned Social Activities,* Built in 1974 * 83 Units/3 Stories,* Storage Space,* Courtyard * Grill * Yard * Lawn * Grill
[Cherry Creek Greens Apartment Homes](https://www.apartments.com/cherry-creek-greens-apartment-homes-denver-co/w2bnwdl/),844-703-5593,"[10225 E Girard Ave, Denver, CO 80231](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/10225+E+Girard+Ave,+Denver,+CO+80231/data=!4m2!4m1!3e2)",658 Sq Ft,658 - 923 Sq Ft,"$1,020 - 1,340",1020-1040,1300-1340,Dogs Allowed: No Aggressive Breeds  * $300 Deposit * $35 Monthly Pet Rent * $300 Fee * 65 lb Weight Limit * 1 Pet Limit,13.7 mi,24 mins,Surface Lot and Street Assigned Parking.,* Pool * Tennis Court * Putting Greens,* Dishwasher * Disposal * Pantry * Oven * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Cable Ready * Satellite TV * Tub/Shower * Fireplace,* Carpet * Vinyl Flooring * Dining Room * Walk-In Closets,12,* Laundry Facilities * Maintenance on site * Property Manager on Site * 24 Hour Availability * Laundry Service,* Built in 1978 * 240 Units/2 Stories,,* Courtyard * Pond * Balcony * Patio
[Lamar Village Apartments](https://www.apartments.com/lamar-village-apartments-arvada-co/x6cj8yn/),844-241-3336,"[6066 Lamar St, Arvada, CO 80003](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/6066+Lamar+St,+Arvada,+CO+80003/data=!4m2!4m1!3e2)",605 Sq Ft,,"$945 - 1,115",1100-1115,,Cats Allowed * $200 Deposit * 2 Pet Limit,8.2 mi,16 mins,Surface Lot 1 space.,* Pool,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator * Freezer,* beautiful courtyards * business center * carpeting * coffee bar * electronic payments * new two-tone paint * on call maintenance * on-site maintenance * on-site management * on-site office * private balcony (select units) * quiet neighborhood * tile surround * trail access * Willow Floor Plan,* Air Conditioning * Heating * Cable Ready * Tub/Shower,* Carpet * Vinyl Flooring * Crown Molding * Views * Walk-In Closets * Linen Closet,12 months,* Package Service * Laundry Facilities * Controlled Access * Property Manager on Site * 24 Hour Availability * Recycling * Renters Insurance Program,* Built in 1973 * 187 Units/3 Stories,* Business Center,* Courtyard * Picnic Area * Balcony
[Crossing Pointe](https://www.apartments.com/crossing-pointe-thornton-co/grw66wz/),833-683-1458,"[104th Ave @ Riverdale, Thornton, CO 80229](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/104th+Ave+@+Riverdale,+Thornton,+CO+80229/data=!4m2!4m1!3e2)",,,Call for Rent,,,,13.2 mi,19 mins,,,,,,,,,* Built in 2020 * 64 Units/4 Stories,,
[Sierra Vista](https://www.apartments.com/sierra-vista-thornton-co/34n547d/),866-675-1767,"[9440 Hoffman Way, Thornton, CO 80229](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/9440+Hoffman+Way,+Thornton,+CO+80229/data=!4m2!4m1!3e2)",660 Sq Ft,760 - 800 Sq Ft,"$1,299 - 1,750",1299,1316-1489,Dogs Allowed Small Dogs Only  * $35 Monthly Pet Rent * $300 Fee * 65 lb Weight Limit * 2 Pet Limit,9.55 mi,17 mins,Surface Lot 2 spaces.,* Pool * Playground,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances * Kitchen * Oven * Range * Refrigerator,"* 10 Minutes To Downtown * Bluetooth Speaker in Bathroom * Bluetooth, Keyless Entry * Brush Nickel Finishes * Copy/Fax Available * Distinctive Paint Scheme * Grill * Key-less Entry System * new range * playground * Professional Landscaping * Resident BBQ Area * Resident Referral Programs * Soccer Field * Soccer Field, Fire Pit * Tub/Shower * Updated Lighting Fixtures * USB ports throughout * Vinyl Flooring * Visa/Mastercard Rent Payment Accepted * Walk-in Closets * Wood Plank Flooring",* Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Tub/Shower,* Carpet * Vinyl Flooring * Dining Room * Walk-In Closets * Linen Closet * Window Coverings,"Please Contact Us For Leasing Information. $45 Application Fee, $150 Admin Fee.",* Package Service * Laundry Facilities * Maintenance on site * Property Manager on Site * 24 Hour Availability * Renters Insurance Program * Online Services * Planned Social Activities * Pet Play Area * Public Transportation,* Built in 1972 * 100 Units/3 Stories,* Storage Space * Corporate Suites,* Sundeck * Courtyard * Grill * Picnic Area * Yard * Lawn * Grill * Garden
[Residences at University Hills 62+](https://www.apartments.com/residences-at-university-hills-62-denver-co/q4bgzny/),844-816-3736,"[2775 S Brook Dr, Denver, CO 80222](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2775+S+Brook+Dr,+Denver,+CO+80222/data=!4m2!4m1!3e2)",810 Sq Ft,"1,175 Sq Ft","$1,399 - 2,800",1399-1741,1699-2800,"Dogs Allowed: Denver Pet restrictions apply $20 for additional pet rent, plus $150 pet fee and $150 pet deposit. 2 pet maximum.  * $200 Deposit * $30 Monthly Pet Rent * $150 Fee * Must Be Spayed/Neutered",10.15 mi,16 mins,Garage: $60 101 spaces; Assigned Parking. monthly fee,* Fitness Center,* Dishwasher * Disposal * Granite Countertops * Pantry * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator,"* Senior Community, Income Restricted,",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Wheelchair Accessible (Rooms),* Hardwood Floors * Crown Molding * Walk-In Closets,12 months,* Controlled Access * 24 Hour Availability,* Built in 2014 * 101 Units/4 Stories,* Business Center * Clubhouse * Lounge,* Courtyard * Grill * Balcony * Patio * Deck * Grill * Garden
[Sage Creek Apartments](https://www.apartments.com/sage-creek-apartments-aurora-co/wln1cqk/),720-709-6261,"[1710 Billings St, Aurora, CO 80011](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1710+Billings+St,+Aurora,+CO+80011/data=!4m2!4m1!3e2)",,796 Sq Ft,"$1,155 ",,1155,Cats Allowed * $200 Deposit * 2 Pet Limit,13.6 mi,21 mins,Surface Lot 1 space.,,* Dishwasher * Disposal * Ice Maker * Kitchen * Oven * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Wheelchair Accessible (Rooms),* Carpet * Views * Walk-In Closets,FLEXIBLE,* Laundry Facilities * Property Manager on Site,* Built in 1956 * Renovated in Jan 2019 * 128 Units/3 Stories,,
[Windom Peak Apartments](https://www.apartments.com/windom-peak-apartments-denver-co/3fqcs9d/),844-820-8164,"[120 E Grace Pl, Denver, CO 80221](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/120+E+Grace+Pl,+Denver,+CO+80221/data=!4m2!4m1!3e2)",575 Sq Ft,710 Sq Ft,"$1,145 - 1,775",1145,1450,Dogs Allowed: Breed Restrictions Apply  * $35 Monthly Pet Rent * $300 Fee * 2 Pet Limit,6.6 mi,13 mins,Surface Lot 1 space; Assigned Parking.,* Playground * Basketball Court,* Dishwasher * Disposal * Granite Countertops * Pantry * Eat-in Kitchen * Kitchen * Oven * Range * Refrigerator * Freezer,* basketball court * new range * playground,* High Speed Internet Access * Washer/Dryer * Heating * Ceiling Fans * Cable Ready * Tub/Shower,* Hardwood Floors * Carpet * Tile Floors * Walk-In Closets * Linen Closet * Window Coverings,12 months,* Package Service * Laundry Facilities * Maintenance on site * Renters Insurance Program * Online Services,* Built in 1963 * 95 Units/1 Story,,* Courtyard * Grill * Picnic Area * Balcony * Patio * Lawn * Grill
[Bear Valley Village Apartments](https://www.apartments.com/bear-valley-village-apartments-lakewood-co/nbxpk1n/),844-482-6897,"[9803 W Girton Dr, Lakewood, CO 80227](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/9803+W+Girton+Dr,+Lakewood,+CO+80227/data=!4m2!4m1!3e2)",,800 Sq Ft,"$1,245 ",,1245,Cats Allowed * $200 Deposit * 2 Pet Limit,13.5 mi,22 mins,Surface Lot 2 spaces.,* Pool,* Dishwasher * Disposal * Stainless Steel Appliances * Kitchen * Oven * Range * Refrigerator * Freezer,* beautiful mountain views * business center * carpeting * coffee bar * electronic payments * extra storage available * on call maintenance * on-site maintenance * on-site management * on-site office * property laundry facility * spacious closets * water & trash utilities paid,* Air Conditioning * Heating * Cable Ready * Storage Units * Tub/Shower * Framed Mirrors,* Carpet * Tile Floors * Vinyl Flooring * Den * Vaulted Ceiling * Views * Walk-In Closets * Linen Closet,12 Months,* Package Service * Laundry Facilities * Property Manager on Site * Recycling * Renters Insurance Program * Online Services,* Built in 1970 * 254 Units/3 Stories,* Business Center * Clubhouse,* Courtyard * Deck * Lawn
[Joliet Towers](https://www.apartments.com/joliet-towers-aurora-co/7grdtny/),720-279-0843,"[1110-1160 S Joliet St, Aurora, CO 80012](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1110-1160+S+Joliet+St,+Aurora,+CO+80012/data=!4m2!4m1!3e2)",780 Sq Ft,,$925 ,925,,Cats Allowed * $200 Deposit * 2 Pet Limit,18.0 mi,26 mins,Surface Lot 1 space.,,* Disposal * Granite Countertops * Kitchen * Microwave * Range * Refrigerator * Freezer,* carpeting * coffee bar * MOVE IN SPECIAL CALL NOW! * on-site maintenance * on-site management * on-site office * private courtyard,* High Speed Internet Access * Wi-Fi * Air Conditioning * Heating * Cable Ready * Tub/Shower,* Carpet * Linen Closet,,* Package Service * Community-Wide WiFi * Laundry Facilities * Controlled Access * Property Manager on Site * 24 Hour Availability * Recycling,* Built in 1970 * 86 Units/4 Stories,,
[Kipling Village Apartments](https://www.apartments.com/kipling-village-apartments-wheat-ridge-co/pthlkes/),844-470-6683,"[4665 Kipling St, Wheat Ridge, CO 80033](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/4665+Kipling+St,+Wheat+Ridge,+CO+80033/data=!4m2!4m1!3e2)",615 Sq Ft,735 Sq Ft,"$950 - 1,275",1075,1275,Dogs Allowed: Contact office for details  * $400 Deposit * $30 Monthly Pet Rent,9.25 mi,14 mins,Surface Lot Parking Available,* Pool * Basketball Court * Tennis Court * Walking/Biking Trails,* Dishwasher * Disposal * Eat-in Kitchen * Kitchen * Oven * Range * Refrigerator * Freezer,"* basketball court * beautiful courtyards * business center * carpeting * coffee bar * electronic payments * Great Storage and Appliances! * Large 2 Bedroms * Move In Today! * new two-tone paint * Newly Renovated! * on call maintenance * on-site maintenance * on-site management * on-site office * Refrig,Dishw, Stove-Counter top Space! * spacious closets * Spacious One Bedroom with NEW carpet! * trail access * two tennis courts",* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready * Tub/Shower,* Carpet * Vinyl Flooring * Dining Room * Views * Linen Closet * Window Coverings,12 month,* Package Service * Laundry Facilities * Property Manager on Site * 24 Hour Availability * Recycling * Renters Insurance Program,* Built in 1970 * 335 Units/3 Stories,* Business Center,* Courtyard * Picnic Area * Lawn
[Cherry Creek Retirement Village](https://www.apartments.com/cherry-creek-retirement-village-aurora-co/px7ql2r/),720-943-6492,"[14555 E Hampden Ave, Aurora, CO 80014](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/14555+E+Hampden+Ave,+Aurora,+CO+80014/data=!4m2!4m1!3e2)",600 - 636 Sq Ft,"900 - 1,008 Sq Ft","$3,645 - 3,905",,3645-3905,Dogs and Cats Allowed,17.4 mi,23 mins,,* Gameroom,* Disposal * Breakfast Nook,,* Air Conditioning * Cable Ready * Storage Units * Tub/Shower,* Sunroom,,* Laundry Facilities * Property Manager on Site * Security System * Concierge * 24 Hour Availability * On-Site Retail * Maid Service * Meal Service * Planned Social Activities,* Built in 1989 * 217 Units/3 Stories,* Elevator * Lounge,* Balcony * Patio
[Lynnewood Apartments](https://www.apartments.com/lynnewood-apartments-littleton-co/kg821rb/),844-716-6402,"[5579 S Windermere St, Littleton, CO 80120](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/5579+S+Windermere+St,+Littleton,+CO+80120/data=!4m2!4m1!3e2)",610 Sq Ft,850 Sq Ft,"$1,025 - 1,250",1025-1050,1250,Dogs Allowed: Breed Restrictions  * $25 Monthly Pet Rent * $150 Fee * 65 lb Weight Limit * 2 Pet Limit,11.55 mi,21 mins,Surface Lot 1 space. Parking Available,* Fitness Center * Sauna,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Storage Units * Tub/Shower,* Carpet * Tile Floors * Vinyl Flooring * Dining Room * Views * Linen Closet * Window Coverings,12 Month,* Laundry Facilities * Maintenance on site * Property Manager on Site * Recycling,* Built in 1972 * 56 Units/6 Stories,* Elevator,* Courtyard * Grill * Picnic Area * Lawn * Grill
[Scandia Apartments](https://www.apartments.com/scandia-apartments-englewood-co/p4992lt/),720-961-7359,"[3540 S Pearl St, Englewood, CO 80113](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/3540+S+Pearl+St,+Englewood,+CO+80113/data=!4m2!4m1!3e2)",629 Sq Ft,835 Sq Ft,"$1,050 - 1,375",1050-1275,1125-1375,Dogs Allowed: Breed restrictions may apply  * $150 Deposit * $150 Fee * 50 lb Weight Limit * 2 Pet Limit,9.95 mi,20 mins,Surface Lot 1 space.,,* Dishwasher * Disposal * Stainless Steel Appliances * Kitchen * Microwave * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Tub/Shower * Handrails,* Hardwood Floors,12,* Laundry Facilities * Controlled Access,* Built in 1962 * 39 Units/5 Stories,,* Balcony
[Huntington Ridge Apartments](https://www.apartments.com/huntington-ridge-apartments-denver-co/bzrvlsb/),720-279-9126,"[9896 E Louisiana Dr, Denver, CO 80247](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/9896+E+Louisiana+Dr,+Denver,+CO+80247/data=!4m2!4m1!3e2)",712 Sq Ft,997 Sq Ft,"$1,120 - 1,425",1120-1150,1320-1425,"Cats Allowed: Sorry, we do not accept dogs. Only Cats here.$400 non-refundable deposit. No pet rent.  * $40 Fee * 2 Pet Limit * Must Be Spayed/Neutered",13.1 mi,26 mins,Surface Lot 1 space.,* Spa * Pool,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator,* Smoke Alarm System,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Security System * Tub/Shower * Fireplace,* Carpet * Vinyl Flooring * Dining Room * Walk-In Closets * Window Coverings,6 or 12 month leases,* Package Service * Laundry Facilities * Maintenance on site * Property Manager on Site,* Built in 1984 * 204 Units/3 Stories,* Storage Space,* Sundeck * Courtyard
[Castlegate Apartments](https://www.apartments.com/castlegate-apartments-arvada-co/n6x6wkp/),844-478-3457,"[6925 W 84th Way, Arvada, CO 80003](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/6925+W+84th+Way,+Arvada,+CO+80003/data=!4m2!4m1!3e2)",670 Sq Ft,960 Sq Ft,"$1,017 - 1,881",1017-1171,1218-1400,Dogs and Cats Allowed * $300 Deposit * $25 Monthly Pet Rent * 25 lb Weight Limit * 1 Pet Limit,12.5 mi,20 mins,Surface Lot 1 space.,* Fitness Center * Spa * Pool * Playground * Basketball Court * Tennis Court * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator,,* High Speed Internet Access * Wi-Fi * Washer/Dryer Hookup * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Fireplace,* Carpet * Tile Floors * Vinyl Flooring * Dining Room * Views * Walk-In Closets * Linen Closet,12 months,* Wi-Fi at Pool and Clubhouse * Laundry Facilities * Property Manager on Site * Laundry Service * Planned Social Activities * Pet Play Area,* Built in 1972 * 504 Units/3 Stories,* Business Center * Clubhouse,* Balcony
